rank,symbol,gene_id,src_start,src_end,src_strand,cat_gene,cat_seqid,cat_pos,cat_symbol,locus_id,species,assembly,anchor_label,anchor_kind
-3,Q5Y98_016495,Q5Y98_016495,6566468,6571056,+,ptgr1.1,NC_069713.1,11438766.0,ptgr1.1,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
-2,txnb,Q5Y98_016496,6572399,6576390,+,txn,NC_069713.1,11454855.0,txn,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
-1,svep1,Q5Y98_016494,6576443,6661400,-,svep1,NC_069713.1,11500800.0,svep1,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
0,slc7a8a,Q5Y98_017195,6679225,6700938,+,slc7a8a,NC_069713.1,11575940.0,slc7a8a,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
1,nedd8,Q5Y98_017209,6701626,6704590,-,nedd8,NC_069713.1,11589636.0,nedd8,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
2,gmpr2,Q5Y98_017200,6704745,6709326,+,LOC113540353,NC_069713.1,11595267.0,LOC113540353,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
3,Q5Y98_017196,Q5Y98_017196,6709321,6711596,-,,,,,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
4,Q5Y98_017197,Q5Y98_017197,6711727,6713525,-,,,,,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
5,homezb,Q5Y98_017198,6713542,6717267,+,,,,,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
6,cideb,Q5Y98_017206,6716865,6719539,-,cideb,NC_069713.1,11979473.0,cideb,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
7,tinf2,Q5Y98_017193,6720378,6725216,+,tinf2,NC_069713.1,11970693.0,tinf2,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
8,dhrs4,Q5Y98_017202,6724208,6728052,-,dhrs4,NC_069713.1,11964940.0,dhrs4,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
9,efs,Q5Y98_017191,6728448,6738072,+,efs,NC_069713.1,11946808.0,efs,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
10,acin1b,Q5Y98_017189,6738209,6760220,+,acin1b,NC_069713.1,11926870.0,acin1b,S015,Lateolabrax maculatus,GCA_031216445.1,SLC7A8,gene
-10,pxnb,pxnb,8663703,8685477,+,pxnb,NC_069717.1,16562024.0,pxnb,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-9,rnf181,rnf181,8686261,8688462,+,rnf181,NC_069733.1,2096063.0,rnf181,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-8,LOC100702356,LOC100702356,8689350,8700452,-,tmem150ab,NC_069736.1,4443936.0,tmem150ab,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-7,LOC100702093,LOC100702093,8704634,8709019,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-6,LOC100701549,LOC100701549,8716496,8718739,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-5,idua,idua,8719121,8726581,-,idua,NC_069733.1,610343.0,idua,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-4,LOC100706472,LOC100706472,8727906,8740494,-,tnksa,NC_069724.1,12061250.0,tnksa,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-3,piwil2,piwil2,8754442,8771044,-,piwil2,NC_069733.1,16735393.0,piwil2,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-2,htr7c,htr7c,8776439,8810425,+,htr7c,NC_069733.1,16680696.0,htr7c,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-1,atad1a,atad1a,8856473,8869558,-,atad1a,NC_069733.1,19280989.0,atad1a,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
0,galnt9,galnt9,8913231,9007028,-,galnt9,NC_069733.1,19362993.0,galnt9,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
1,fbrsl1,fbrsl1,9155657,9432144,+,fbrsl1,NC_069733.1,19643700.0,fbrsl1,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
2,chfr,chfr,9439793,9459112,+,chfr,NC_069733.1,19837496.0,chfr,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
3,si:dkey-112e17.1,si:dkey-112e17.1,9459307,9484408,-,si:dkey-112e17.1,NC_069733.1,19892288.0,si:dkey-112e17.1,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
4,golga3,golga3,9489309,9505418,+,golga3,NC_069733.1,890475.0,golga3,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
5,ankle2,ankle2,9505620,9520867,+,ankle2,NC_069733.1,911219.0,ankle2,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
6,pgam5,pgam5,9521094,9525299,-,pgam5,NC_069733.1,921564.0,pgam5,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
7,zdhhc8b,zdhhc8b,9525996,9594577,+,zdhhc8b,NC_069733.1,19927353.0,zdhhc8b,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
8,ranbp1,ranbp1,9593930,9598556,-,ranbp1,NC_069733.1,868898.0,ranbp1,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
9,trmt2a,trmt2a,9599831,9604301,+,trmt2a,NC_069733.1,18646551.0,trmt2a,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
10,dgcr8,dgcr8,9604613,9617492,-,dgcr8,NC_069733.1,18631168.0,dgcr8,S017,Oreochromis niloticus,GCF_001858045.2,galnt9,gene
-10,smyd3,smyd3,25955007,26047104,+,smyd3,NC_069719.1,29477102.0,smyd3,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-9,kif26ba,kif26ba,26049964,26141078,-,kif26ba,NC_069719.1,29529514.0,kif26ba,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-8,si:dkey-127k13.1,si:dkey-127k13.1,26142781,26150046,+,si:dkey-127k13.1,NC_069713.1,27372690.0,si:dkey-127k13.1,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-7,ahctf1,ahctf1,26151731,26172428,+,ahctf1,NC_069719.1,29367424.0,ahctf1,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-6,kif28,kif28,26174131,26183301,+,kif28,NC_069719.1,29388728.0,kif28,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-5,LOC100702483,LOC100702483,26183710,26215786,-,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-4,krtcap3,krtcap3,26216219,26220504,-,LOC113538827,NC_069719.1,13035704.0,LOC113538827,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-3,LOC100703022,LOC100703022,26220645,26231818,-,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-2,kctd3,kctd3,26232798,26244659,+,kctd3,NC_069719.1,24040643.0,kctd3,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-1,ush2a,ush2a,26246351,26454521,-,ush2a,NC_069719.1,23928278.0,ush2a,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
0,esrrga,esrrga,26470882,26644822,-,esrrga,NC_069719.1,23773737.0,esrrga,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
1,LOC112846874,LOC112846874,26591510,26597675,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
2,spata17,spata17,26733808,26795671,+,spata17,NC_069719.1,23544949.0,spata17,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
3,greb1,greb1,26821853,26845070,+,greb1,NC_069719.1,23475753.0,greb1,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
4,lpin1a,lpin1a,26850528,26868392,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
5,LOC100692289,LOC100692289,26869315,26872733,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
6,LOC112846884,LOC112846884,26873027,26880102,-,LOC113544412,NC_069737.1,8846219.0,LOC113544412,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
7,ddias,ddias,26881215,26887943,-,ddias,NC_069724.1,9209411.0,ddias,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
8,LOC102081220,LOC102081220,26894949,26901540,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
9,LOC100705710,LOC100705710,26907055,26921407,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
10,irf1a,irf1a,26922149,26929379,+,irf1a,NC_069737.1,8873500.0,irf1a,S017,Oreochromis niloticus,GCF_001858045.2,esrrg,gene
-10,lmnl3,lmnl3,4980800,4989451,+,lmnl3,NC_069720.1,10500597.0,lmnl3,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-9,marchf3,marchf3,4990349,4998209,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-8,gjd6,gjd6,5004762,5005967,+,gjd6,NC_069720.1,10513015.0,gjd6,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-7,sh3gl3a,sh3gl3a,5018811,5065082,-,sh3gl3a,NC_069720.1,10535948.0,sh3gl3a,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-6,bnc1,bnc1,5084353,5108184,-,bnc1,NC_069715.1,697031.0,bnc1,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-5,tssk6,tssk6,5222349,5226256,+,tssk6,NC_069726.1,18769782.0,tssk6,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-4,LOC117259694,LOC117259694,5226997,5235161,-,LOC113546650,NC_069716.1,28058288.0,LOC113546650,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-3,hdgfl3,hdgfl3,5241135,5256884,+,hdgfl3,NC_069715.1,721517.0,hdgfl3,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-2,LOC117267788,LOC117267788,5260062,5269997,+,rbb4l,NC_069720.1,21097761.0,rbb4l,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-1,txlng,txlng,5270114,5281710,-,txlng,NC_069720.1,21086946.0,txlng,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
0,ccdc102a,ccdc102a,5288197,5389217,+,ccdc102a,NC_069720.1,807434.0,ccdc102a,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
1,dok4,dok4,5459401,5557765,+,dok4,NC_069720.1,889790.0,dok4,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
2,nadsyn1,nadsyn1,5568344,5586298,+,nadsyn1,NC_069720.1,4309877.0,nadsyn1,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
3,tpcn2,tpcn2,5588744,5625093,+,tpcn2,NC_069720.1,4333498.0,tpcn2,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
4,pop4,pop4,5628678,5642328,+,pop4,NC_069734.1,306965.0,pop4,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
5,plekhf1,plekhf1,5646330,5648081,+,plekhf1,NC_069734.1,367880.0,plekhf1,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
6,pcsk6,pcsk6,5659882,5687727,+,pcsk6,NC_069720.1,8693222.0,pcsk6,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
7,rwdd3,rwdd3,5692645,5700121,-,rwdd3,NC_069723.1,18487997.0,rwdd3,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
8,prmt3,prmt3,5700599,5792232,+,prmt3,NC_069720.1,26463704.0,prmt3,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
9,slc6a5,slc6a5,5796440,5831751,+,slc6a5,NC_069720.1,26515422.0,slc6a5,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
10,LOC117259899,LOC117259899,5977624,6443472,+,LOC113523924,NC_069720.1,26662470.0,LOC113523924,S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,gene
-10,LOC117269879,LOC117269879,21629097,21642646,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-9,frmd3,frmd3,21648161,21737941,-,frmd3,NC_069717.1,23993298.0,frmd3,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-8,LOC117263974,LOC117263974,21738434,21748186,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-7,LOC117264420,LOC117264420,21753035,21761202,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-6,gkap1,gkap1,21762454,21771178,-,gkap1,NC_069717.1,24017342.0,gkap1,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-5,LOC117264759,LOC117264759,21772158,21783865,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-4,qng1,qng1,21785544,21795721,-,qng1,NC_069717.1,24023599.0,qng1,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-3,hnrnpk,hnrnpk,21796818,21811640,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-2,rmi1,rmi1,21811746,21822743,+,rmi1,NC_069717.1,24038958.0,rmi1,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-1,LOC117252931,LOC117252931,21853717,21873508,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
0,ntrk2a,ntrk2a,21878686,22007210,+,ntrk2a,NC_069717.1,24073839.0,ntrk2a,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
1,agtpbp1,agtpbp1,22053480,22088845,-,agtpbp1,NC_069717.1,24124687.0,agtpbp1,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
2,naa35,naa35,22089026,22100041,+,naa35,NC_069717.1,24145232.0,naa35,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
3,golm1,golm1,22103748,22113505,-,golm1,NC_069717.1,24157376.0,golm1,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
4,lmbrd2a,lmbrd2a,22115497,22126865,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
5,slc1a3a,slc1a3a,22140910,22160655,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
6,nipbla,nipbla,22168237,22202924,+,nipblb,NC_069726.1,4343445.0,nipblb,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
7,ndc80,ndc80,22203602,22213002,+,ndc80,NC_069719.1,10505649.0,ndc80,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
8,LOC117252964,LOC117252964,22238524,22242002,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
9,egflam,egflam,22258290,22298532,+,LOC113525539,NC_069733.1,112067.0,LOC113525539,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
10,opn4xb,opn4xb,22321853,22336645,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,NTRK2,gene
-10,npffr2a,npffr2a,7674176,7729224,+,npffr2a,NC_069733.1,11634771.0,npffr2a,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-9,adamts3,adamts3,7772486,7999509,-,adamts3,NC_069733.1,11534805.0,adamts3,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-8,smarca2,smarca2,8087439,8160207,-,smarca2,NC_069733.1,11453616.0,smarca2,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-7,dmrt2a,dmrt2a,8269321,8274412,-,dmrt2a,NC_069733.1,11387817.0,dmrt2a,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-6,dmrt3a,dmrt3a,8286171,8290189,-,dmrt3a,NC_069733.1,11379323.0,dmrt3a,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-5,dmrt1,dmrt1,8304622,8342115,-,dmrt1,NC_069733.1,11360944.0,dmrt1,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-4,LOC117253036,LOC117253036,8346713,8354323,+,cfap157,NC_069733.1,8721425.0,cfap157,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-3,kank1a,kank1a,8355261,8447792,-,kank1a,NC_069733.1,11323773.0,kank1a,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-2,LOC117251881,LOC117251881,8454626,8461611,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-1,fbp2,fbp2,8463641,8486591,+,fbp2,NC_069733.1,11282005.0,fbp2,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
0,ctsla,ctsla,8493467,8499982,-,ctsla,NC_069733.1,11271231.0,ctsla,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
1,dapk1,dapk1,8508155,8627539,-,dapk1,NC_069733.1,11231939.0,dapk1,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
2,LOC117252580,LOC117252580,8634239,8704371,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
3,LOC117252584,LOC117252584,8716622,8795385,+,LOC113537027,NC_069733.1,14939822.0,LOC113537027,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
4,LOC117252862,LOC117252862,8813224,8815975,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
5,ckap2l,ckap2l,8819960,8834761,+,ckap2l,NC_069733.1,14910444.0,ckap2l,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
6,LOC117252418,LOC117252418,8920119,8923385,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
7,h2az2a,h2az2a,8924538,8927148,+,LOC113537011,NC_069733.1,14869106.0,LOC113537011,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
8,hs3st1l2,hs3st1l2,8939151,8983399,-,hs3st1l2,NC_069733.1,14841267.0,hs3st1l2,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
9,LOC117252977,LOC117252977,9036966,9040464,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
10,LOC144464244,LOC144464244,9044095,9047582,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,CTSL,gene
-10,cd164,cd164,19338556,19354969,+,cd164,NC_069739.1,11328269.0,cd164,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-9,cep57l1,cep57l1,19360905,19366539,-,cep57l1,NC_069739.1,11312571.0,cep57l1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-8,sesn1,sesn1,19368131,19445136,+,sesn1,NC_069739.1,11282532.0,sesn1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-7,armc2,armc2,19443422,19466954,-,armc2,NC_069739.1,11251259.0,armc2,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-6,foxo3b,foxo3b,19496366,19553075,-,foxo3b,NC_069739.1,11214048.0,foxo3b,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-5,afg1lb,afg1lb,19555957,19606593,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-4,snx3,snx3,19606878,19625369,+,snx3,NC_069739.1,11152290.0,snx3,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-3,nr2e1,nr2e1,19627662,19637521,-,nr2e1,NC_069739.1,11135932.0,nr2e1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-2,ostm1,ostm1,19664671,19673755,+,ostm1,NC_069739.1,11104346.0,ostm1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-1,LOC117270641,LOC117270641,19682056,19692481,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
0,otofa,otofa,19691446,19827515,-,otofa,NC_069728.1,11859554.0,otofa,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
1,fndc1,fndc1,19836173,19898394,+,fndc1,NC_069728.1,11800823.0,fndc1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
2,sod2,sod2,19941026,19944937,-,sod2,NC_069728.1,11751832.0,sod2,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
3,wtap,wtap,19948093,19955068,+,wtap,NC_069728.1,11744996.0,wtap,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
4,acat2,acat2,19956541,19962731,+,acat2,NC_069728.1,11736022.0,acat2,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
5,tcp1,tcp1,19962789,19968866,-,tcp1,NC_069725.1,24550637.0,tcp1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
6,LOC117271299,LOC117271299,19972638,20026734,-,LOC113530539,NC_069725.1,24580251.0,LOC113530539,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
7,LOC144466534,LOC144466534,20084991,20090033,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
8,paplnb,paplnb,20092419,20100751,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
9,erh,erh,20100891,20103439,+,erh,NC_069739.1,10436877.0,erh,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
10,smek1,smek1,20103742,20119573,+,smek1,NC_069739.1,10448471.0,smek1,S018,Epinephelus tukula,GCF_041903045.1,OTOF,gene
-10,LOC144464461,LOC144464461,4635071,4640832,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-9,LOC144464460,LOC144464460,4651851,4664226,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-8,LOC117266300,LOC117266300,4663095,4682015,+,LOC113524038,NC_069718.1,28480346.0,LOC113524038,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-7,LOC117266301,LOC117266301,4682018,4693535,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-6,mettl25b,mettl25b,4693904,4703731,-,mettl25b,NC_069710.1,19631510.0,mettl25b,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-5,isg20l2,isg20l2,4705707,4713580,+,isg20l2,NC_069710.1,19637180.0,isg20l2,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-4,bcan,bcan,4724168,4765243,+,bcan,NC_069710.1,19652284.0,bcan,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-3,hapln2,hapln2,4771246,4782613,-,hapln2,NC_069710.1,19661678.0,hapln2,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-2,rhbg,rhbg,4801246,4824249,+,rhbg,NC_069710.1,19680616.0,rhbg,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-1,mef2d,mef2d,4938730,5083284,+,mef2d,NC_069710.1,19755223.0,mef2d,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
0,nes,nes,5110380,5126356,-,nes,NC_069710.1,19790995.0,nes,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
1,LOC117266357,LOC117266357,5139532,5161935,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
2,LOC117266056,LOC117266056,5162551,5166931,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
3,LOC117266057,LOC117266057,5171487,5181319,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
4,LOC117265242,LOC117265242,5183571,5185132,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
5,capn7,capn7,5187390,5211482,+,capn7,NC_069710.1,4260610.0,capn7,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
6,sh3bp5b,sh3bp5b,5223342,5288835,-,sh3bp5b,NC_069710.1,4276885.0,sh3bp5b,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
7,LOC117266469,LOC117266469,5301322,5312898,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
8,LOC117265350,LOC117265350,5320350,5351361,-,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
9,LOC117265351,LOC117265351,5341288,5347970,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
10,LOC117265464,LOC117265464,5352876,5364189,+,,,,,S018,Epinephelus tukula,GCF_041903045.1,nes,gene
-10,ABG768_014424,ABG768_014424,29132068,29137562,+,heca,NC_069739.1,12380046.0,heca,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-9,ABG768_014425,ABG768_014425,29143713,29170494,-,txlnba,NC_069739.1,12365197.0,txlnba,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-8,ABG768_014426,ABG768_014426,29185822,29188232,-,,,,,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-7,ABG768_014427,ABG768_014427,29395783,29406065,-,,,,,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-6,ABG768_014428,ABG768_014428,29410875,29412886,+,,,,,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-5,ABG768_014429,ABG768_014429,29414463,29455757,+,vta1,NC_069739.1,12341109.0,vta1,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-4,ABG768_014430,ABG768_014430,29462627,29503469,+,adgrg6,NC_069739.1,12301698.0,adgrg6,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-3,ABG768_014431,ABG768_014431,29508285,29513241,-,si:ch211-202p1.5,NC_069739.1,12272708.0,si:ch211-202p1.5,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-2,ABG768_014432,ABG768_014432,29525870,29570335,-,hivep2a,NC_069739.1,12029294.0,hivep2a,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-1,ABG768_014433,ABG768_014433,29592355,29592756,+,,,,,S025,Culter alburnus,GCA_040182925.1,aig1,gene
0,ABG768_014434,ABG768_014434,29621420,29660332,+,aig1,NC_069739.1,12099479.0,aig1,S025,Culter alburnus,GCA_040182925.1,aig1,gene
1,ABG768_014435,ABG768_014435,29670116,29677298,-,adat2,NC_069739.1,12129311.0,adat2,S025,Culter alburnus,GCA_040182925.1,aig1,gene
2,ABG768_014436,ABG768_014436,29677476,29685068,+,pex3,NC_069739.1,12138178.0,pex3,S025,Culter alburnus,GCA_040182925.1,aig1,gene
3,ABG768_014437,ABG768_014437,29698127,29703106,+,atf3,NC_069739.1,12154522.0,atf3,S025,Culter alburnus,GCA_040182925.1,aig1,gene
4,ABG768_014438,ABG768_014438,29707596,29708428,-,batf3,NC_069739.1,12167465.0,batf3,S025,Culter alburnus,GCA_040182925.1,aig1,gene
5,ABG768_014439,ABG768_014439,29713470,29718285,-,nsl1,NC_069739.1,12173680.0,nsl1,S025,Culter alburnus,GCA_040182925.1,aig1,gene
6,ABG768_014440,ABG768_014440,29718371,29723142,+,,,,,S025,Culter alburnus,GCA_040182925.1,aig1,gene
7,ABG768_014441,ABG768_014441,29723229,29723608,-,LOC113529329,NC_069739.1,12187811.0,LOC113529329,S025,Culter alburnus,GCA_040182925.1,aig1,gene
8,ABG768_014442,ABG768_014442,29727386,29735876,+,flvcr1,NC_069739.1,12196259.0,flvcr1,S025,Culter alburnus,GCA_040182925.1,aig1,gene
9,ABG768_014443,ABG768_014443,29742196,29774972,+,,,,,S025,Culter alburnus,GCA_040182925.1,aig1,gene
10,ABG768_014444,ABG768_014444,29781438,29788320,-,angel2,NC_069739.1,12233389.0,angel2,S025,Culter alburnus,GCA_040182925.1,aig1,gene
-10,ABG768_023011,ABG768_023011,35785901,35787480,+,LOC113537065,NC_069733.1,14174388.0,LOC113537065,S025,Culter alburnus,GCA_040182925.1,cacna1b,gene
-9,ABG768_023012,ABG768_023012,35795588,35797175,+,,,,,S025,Culter alburnus,GCA_040182925.1,cacna1b,gene
